ResultID,ApprovedAt,EmissionSourceID,EntryDate,IsApproved,MeasurementDate,ParameterCode,Remark,Unit,Value,type
164,2025-11-22 10:30:15.4300000,2,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS04,Ð?t yêu c?u,%,11.85,air
165,2025-11-22 10:30:15.4300000,2,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,81,air
166,2025-11-22 10:30:15.4300000,2,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,15.5,air
167,2025-11-22 10:30:15.4300000,2,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,263.1,air
168,2025-11-22 10:30:15.4300000,2,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,219.9,air
169,2025-11-22 10:30:15.4300000,3,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,906.563,air
170,2025-11-22 10:30:15.4300000,3,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,20.5,air
171,2025-11-22 10:30:15.4300000,3,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,104,air
172,2025-11-22 10:30:15.4300000,3,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.34,air
173,2025-11-22 10:30:15.4300000,3,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,82,air
174,2025-11-22 10:30:15.4300000,3,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,24.53,air
175,2025-11-22 10:30:15.4300000,3,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,220.8,air
176,2025-11-22 10:30:15.4300000,3,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,245.5,air
177,2025-11-22 10:30:15.4300000,4,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1230.93,air
178,2025-11-22 10:30:15.4300000,4,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,37.17,air
179,2025-11-22 10:30:15.4300000,4,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,91,air
180,2025-11-22 10:30:15.4300000,4,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS04,Ð?t yêu c?u,%,5.69,air
181,2025-11-22 10:30:15.4300000,4,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,79,air
182,2025-11-22 10:30:15.4300000,4,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,24.6,air
183,2025-11-22 10:30:15.4300000,4,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,215.5,air
184,2025-11-22 10:30:15.4300000,4,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,233.6,air
185,2025-11-22 10:30:15.4300000,5,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,852.544,air
186,2025-11-22 10:30:15.4300000,5,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,18.5,air
187,2025-11-22 10:30:15.4300000,5,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,115,air
188,2025-11-22 10:30:15.4300000,5,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS04,Ð?t yêu c?u,%,7.62,air
189,2025-11-22 10:30:15.4300000,5,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,81,air
190,2025-11-22 10:30:15.4300000,5,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,19.2,air
191,2025-11-22 10:30:15.4300000,5,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,320.6,air
192,2025-11-22 10:30:15.4300000,5,2025-11-22 10:30:15.4300000,-1,2025-04-03 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,210.6,air
193,2025-11-22 10:34:09.8566667,2,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1276.12,air
194,2025-11-22 10:34:09.8566667,2,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,43,air
195,2025-11-22 10:34:09.8566667,2,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,126,air
196,2025-11-22 10:34:09.8566667,2,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.39,air
197,2025-11-22 10:34:09.8566667,2,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,120,air
198,2025-11-22 10:34:09.8566667,2,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
199,2025-11-22 10:34:09.8566667,2,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,510,air
200,2025-11-22 10:34:09.8566667,2,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,308,air
201,2025-11-22 10:34:09.8566667,3,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1227.375,air
202,2025-11-22 10:34:09.8566667,3,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,36.7,air
203,2025-11-22 10:34:09.8566667,3,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,95,air
204,2025-11-22 10:34:09.8566667,3,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.47,air
205,2025-11-22 10:34:09.8566667,3,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,116,air
206,2025-11-22 10:34:09.8566667,3,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
207,2025-11-22 10:34:09.8566667,3,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,508,air
208,2025-11-22 10:34:09.8566667,3,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,306,air
209,2025-11-22 10:34:09.8566667,4,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1424.103,air
210,2025-11-22 10:34:09.8566667,4,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,52.9,air
211,2025-11-22 10:34:09.8566667,4,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,126,air
212,2025-11-22 10:34:09.8566667,4,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.95,air
213,2025-11-22 10:34:09.8566667,4,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,110,air
214,2025-11-22 10:34:09.8566667,4,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
215,2025-11-22 10:34:09.8566667,4,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,520,air
216,2025-11-22 10:34:09.8566667,4,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,304,air
217,2025-11-22 10:34:09.8566667,5,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1351.814,air
218,2025-11-22 10:34:09.8566667,5,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,45.7,air
219,2025-11-22 10:34:09.8566667,5,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,106,air
220,2025-11-22 10:34:09.8566667,5,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.51,air
221,2025-11-22 10:34:09.8566667,5,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,109,air
222,2025-11-22 10:34:09.8566667,5,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
223,2025-11-22 10:34:09.8566667,5,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,516,air
224,2025-11-22 10:34:09.8566667,5,2025-11-22 10:34:09.8566667,-1,2025-06-02 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,298,air
225,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1282.414,air
226,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,43.2,air
227,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,125,air
228,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.51,air
229,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,132,air
230,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
231,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,496,air
232,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,300,air
233,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1201.144,air
234,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,35.2,air
235,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,96,air
236,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.35,air
237,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,128,air
238,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
239,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,497,air
240,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,298,air
241,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1392.607,air
242,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,50.8,air
243,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,126,air
244,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS04,Ð?t yêu c?u,%,9.09,air
245,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,116,air
246,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
247,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,508,air
248,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,316,air
249,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1339.968,air
250,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,44.8,air
251,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,107,air
252,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.62,air
253,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,117,air
254,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
255,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,510,air
256,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-09 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,310,air
257,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1280.101,air
258,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,41.2,air
259,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,126,air
260,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.44,air
261,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,125,air
262,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
263,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,520,air
264,2025-11-22 10:34:09.8600000,2,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,315,air
265,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1197.323,air
266,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,35.1,air
267,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,95,air
268,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.58,air
269,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,122,air
270,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
271,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,518,air
272,2025-11-22 10:34:09.8600000,3,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,312,air
273,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1395.42,air
274,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,51,air
275,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,125,air
276,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS04,Ð?t yêu c?u,%,9.06,air
277,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,108,air
278,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
279,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,528,air
280,2025-11-22 10:34:09.8600000,4,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,320,air
281,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS01,Ð?t yêu c?u,m³/h,1361.067,air
282,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS02,Ð?t yêu c?u,mmH2O,46.3,air
283,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS03,Ð?t yêu c?u,°C,105,air
284,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS04,Ð?t yêu c?u,%,8.44,air
285,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS05,Ð?t yêu c?u,mg/Nm³,111,air
286,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS06,Ð?t yêu c?u,mg/Nm³,75,air
287,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS07,Ð?t yêu c?u,mg/Nm³,534,air
288,2025-11-22 10:34:09.8600000,5,2025-11-22 10:34:09.8600000,-1,2025-06-16 10:00:00.0000000,TS08,Ð?t yêu c?u,mg/Nm³,305,air
